,left_vs_right,left_facing
PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C9,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C10,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C11,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C12,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_D1,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_D2,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_D3,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_D4,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F1,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F2,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F3,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F4,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F5,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F6,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F7,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F8,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F9,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F10,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F11,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F12,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_G1,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_G2,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_G3,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_G4,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_G5,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 60-1 F14_G6,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D5,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D6,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D7,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D8,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D9,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D10,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D11,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D12,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E1,left,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E2,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E3,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E4,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E5,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E6,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E7,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E8,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E9,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E10,,
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E11,,left
PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E12,,
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A5,,
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A6,,left
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A7,,
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A8,,left
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A9,,
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A10,,
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A11,,
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A12,,
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B1,,left
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B2,,
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B3,,
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B4,,
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B5,,
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B6,,left
PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B7,,left
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G7,,left
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G8,,left
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G9,,
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G10,,
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G11,,
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G12,,
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_H1,,
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_H2,,left
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_H3,,left
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_H4,,
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_H5,,
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_H6,,left
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_H7,,
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_H8,,left
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_H9,,
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_H10,,
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_H11,,
PLATE 8 F2 VC_ Male 14-2 F14 x Female 60-1 F14_H12,,left
PLATE 8 F2 VC_ Male 95-1 F14 x Female 10-1 F14_A1,,left
PLATE 8 F2 VC_ Male 95-1 F14 x Female 10-1 F14_A2,,left
PLATE 8 F2 VC_ Male 95-1 F14 x Female 10-1 F14_A3,,
PLATE 8 F2 VC_ Male 95-1 F14 x Female 10-1 F14_A4,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_F10,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_F11,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_F12,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_G1,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_G2,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_G3,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_G4,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_G5,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_G6,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_G7,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_G8,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_G9,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_G10,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_G11,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_G12,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H1,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H2,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H3,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H4,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H5,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H6,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H7,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H8,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H9,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H10,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H11,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H12,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_A6,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_A7,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_A8,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_A9,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_A10,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_A11,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_A12,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_B1,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_B2,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_B3,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_B4,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_B5,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_B6,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_B7,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_B8,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 33-1 F14_B9,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_E2,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_E3,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_E4,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_E5,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_E6,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_E7,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_E8,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_E9,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_E10,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_E11,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_E12,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_F1,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_F2,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_F3,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_F4,,left
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_F5,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_F6,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_F7,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_F8,,
PLATE 9 F2 VC_ Female 14-2 F14 x Male 129-1 F14_F9,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_B10,,left
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_B11,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_B12,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_C1,,left
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_C2,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_C3,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_C4,,left
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_C5,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_C6,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_C7,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_C8,,left
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_C9,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_C10,,left
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_C11,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_C12,,left
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_D1,,left
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_D2,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_D3,,left
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_D4,,left
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_D5,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_D6,,left
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_D7,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_D8,,left
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_D9,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_D10,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_D11,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_D12,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 33-1 F14_E1,right,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 60-1 F14_A1,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 60-1 F14_A2,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 60-1 F14_A3,,left
PLATE 9 F2 VC_ Male 14-2 F14 x Female 60-1 F14_A4,,
PLATE 9 F2 VC_ Male 14-2 F14 x Female 60-1 F14_A5,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 10-1 F14_A1,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 10-1 F14_A2,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 10-1 F14_A3,,left
PLATE 10 F2 VC_ Female 14-2 F14 x Male 10-1 F14_A4,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 10-1 F14_A5,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 10-1 F14_A6,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 33-1 F14_G9,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 33-1 F14_G10,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 33-1 F14_G11,,left
PLATE 10 F2 VC_ Female 14-2 F14 x Male 33-1 F14_G12,,left
PLATE 10 F2 VC_ Female 14-2 F14 x Male 33-1 F14_H1,,left
PLATE 10 F2 VC_ Female 14-2 F14 x Male 33-1 F14_H2,,left
PLATE 10 F2 VC_ Female 14-2 F14 x Male 33-1 F14_H3,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 33-1 F14_H4,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H5,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H6,,left
PLATE 10 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H7,,left
PLATE 10 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H8,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H9,,left
PLATE 10 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H10,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H11,,
PLATE 10 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H12,,left
PLATE 10 F2 VC_ Female 95-1 F14 x Male 10-1 F14_F8,,
PLATE 10 F2 VC_ Female 95-1 F14 x Male 10-1 F14_F9,,
PLATE 10 F2 VC_ Female 95-1 F14 x Male 10-1 F14_F10,,left
PLATE 10 F2 VC_ Female 95-1 F14 x Male 33-1 F14_B11,,left
PLATE 10 F2 VC_ Female 95-1 F14 x Male 33-1 F14_B12,,left
PLATE 10 F2 VC_ Female 95-1 F14 x Male 33-1 F14_C1,,left
PLATE 10 F2 VC_ Female 95-1 F14 x Male 33-1 F14_C2,,
PLATE 10 F2 VC_ Female 95-1 F14 x Male 33-1 F14_C3,,
PLATE 10 F2 VC_ Female 95-1 F14 x Male 33-1 F14_C4,,
PLATE 10 F2 VC_ Female 95-1 F14 x Male 72-1 F14_C5,,left
PLATE 10 F2 VC_ Female 95-1 F14 x Male 72-1 F14_C6,,left
PLATE 10 F2 VC_ Female 95-1 F14 x Male 72-1 F14_C7,,left
PLATE 10 F2 VC_ Female 95-1 F14 x Male 72-1 F14_C8,,left
PLATE 10 F2 VC_ Female 95-1 F14 x Male 72-1 F14_C9,,left
PLATE 10 F2 VC_ Female 95-1 F14 x Male 72-1 F14_C10,,left
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A7,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A8,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A9,,left
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A10,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A11,,left
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A12,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B1,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B2,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B3,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B4,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B5,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B6,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B7,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B8,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B9,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B10,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_F11,,left
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_F12,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G1,,left
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G2,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G3,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G4,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G5,,left
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G6,,left
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G7,,
PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G8,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 10-1 F14_F5,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 10-1 F14_F6,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 10-1 F14_F7,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_C11,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_C12,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_D1,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_D2,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_D3,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_D4,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_D5,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_D6,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_D7,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_D8,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_D9,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_D10,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_D11,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_D12,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_E1,left,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_E2,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_E3,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_E4,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_E5,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_E6,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_E7,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_E8,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_E9,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_E10,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_E11,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_E12,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_F1,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_F2,,left
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_F3,,
PLATE 10 F2 VC_ Male 95-1 F14 x Female 129-1 F14_F4,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H3,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H4,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H5,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H6,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H7,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H8,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H9,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H10,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 10-1 F14_H11,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E3,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E4,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E5,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E6,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E7,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E8,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E9,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E10,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E11,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E12,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F1,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F2,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F3,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F4,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F5,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F6,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F7,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 129-1 F14_G2,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 129-1 F14_G3,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 129-1 F14_G4,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 129-1 F14_G5,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 129-1 F14_G6,,
PLATE 11 F2 VC_ Female 14-2 F14 x Male 129-1 F14_G7,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 129-1 F14_G8,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 129-1 F14_G9,,left
PLATE 11 F2 VC_ Female 14-2 F14 x Male 129-1 F14_G10,,
PLATE 11 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A1,,left
PLATE 11 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A2,,
PLATE 11 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A3,,left
PLATE 11 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A4,,
PLATE 11 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A5,,left
PLATE 11 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A6,,
PLATE 11 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A7,,
PLATE 11 F2 VC_ Female 95-1 F14 x Male 10-1 F14_G11,,
PLATE 11 F2 VC_ Female 95-1 F14 x Male 10-1 F14_G12,,
PLATE 11 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H1,,left
PLATE 11 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H2,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_A8,,left
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_A9,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_A10,,left
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_A11,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_A12,,left
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_B1,,left
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_B2,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_B3,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_B4,,left
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_B5,,left
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_B6,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_B7,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_B8,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_B9,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 33-1 F14_H12,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 60-1 F14_B10,,left
PLATE 11 F2 VC_ Male 14-2 F14 x Female 60-1 F14_B11,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 60-1 F14_B12,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 60-1 F14_C1,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 60-1 F14_C2,,left
PLATE 11 F2 VC_ Male 14-2 F14 x Female 60-1 F14_C3,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 60-1 F14_C4,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 60-1 F14_C5,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 60-1 F14_C6,,
PLATE 11 F2 VC_ Male 14-2 F14 x Female 60-1 F14_C7,,
